name,speciality,hospital,city,timestamp
dr. Titi Lestari Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:39
dr. Tjan Kok Ming Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:41
Dr. Tjan Kok Ming Sp. A,Sp. Anak,Sentra Medika,"Sungai Pinang, Kota Samarinda",2025-05-22 16:53:41
dr. Tommy Yuner Sirait Sp. A,Sp. Anak,RSIA Viola,"Babelan, Kabupaten Bekasi",2025-05-22 16:53:41
"dr. Tommy Yuner Sirait, SpA Sh",Sp. Anak,RSIA Viola,"Babelan, Kabupaten Bekasi",2025-05-22 16:53:41
"dr. Tommy Yuner Sirait, SpA SH",Sp. Anak,RSIA Viola,"Babelan, Kabupaten Bekasi",2025-05-22 16:53:41
dr. Tressa M Sp. A,Sp. Anak,Praktek dokter.,"Bukit Raya, Kota Pekanbaru",2025-05-22 16:53:41
dr. Tri Dyah Rumanti Sp.A,Sp. Anak,Apotek Eucharistia,"Sukun, Kota Malang",2025-05-22 16:53:41
DR Tri Sulistyorini Sp. A,Sp. Anak,RSU QIM (Qolbu Insan Mulia),"Setiabudi, Jakarta Selatan",2025-05-22 16:53:41
Dr. Tri Tunggal Malahahati Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:41
Tri Tunggal Malahayati,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:41
dr. Triastutik Sri Prastini Sp.A,Sp. Anak,"Praktek dr. Triastutik Sri Prastini, SpA","Magersari, Kota Mojokerto",2025-05-22 16:53:43
Tric H. Weni Kurnia SpA,Sp. Anak,Apotek Nuansa Sehat.,"Koja, Jakarta Utara",2025-05-22 16:53:43
Dr. Trie H. Weni Kurnia SpA,Sp. Anak,Klinik Dr. Trie Hariweni,"Koja, Jakarta Utara",2025-05-22 16:53:43
Dr. Trie H. Weni Kurnia SpA,Sp. Anak,Klinik Dr. Trie Hariweni,"Koja, Jakarta Utara",2025-05-22 16:53:43
"dr. Trisna Nugrahi, M.Sc Sp.A",Sp. Anak,"dr. Thrisia Wuryani, M.Sc.Sp.A","Balikpapan Kota, Kota Balikpapan",2025-05-22 16:53:43
dr. Tuminah Rotua H Sp.A,Sp. Anak,Praktek dokter.,"Bukit Raya, Kota Pekanbaru",2025-05-22 16:53:43
Dr. Tuminau Charlotte Runtunuwu Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:43
"Dr. Tutwuri Handayani Sp.A, M.Ked.Klin",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:43
"dr. Utami Kurniawati Setianingsih, Sp.A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:43
"dr. Utami Kurniawati Setianingsih,",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:43
Dr. Utami Sp. A,Sp. Anak,Apotek Kimia Farma Courtyard Galuh Mas,"Telukjambe Timur, Kabupaten Karawang",2025-05-22 16:53:45
Dr. Vanessa Lini Gunawan Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:45
Dr. Vania Catleya Estina Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:45
dr. Vaya Dastania Sp.A,Sp. Anak,RSIA Bandung,"Cikancung, Kabupaten Bandung",2025-05-22 16:53:45
Dr. Veria Taufiani Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:45
dr Verly Hosea Sp.A,Sp. Anak,RSIA SENTOSA MAKASSAR,"Ujung Pandang, Kota Makassar",2025-05-22 16:53:45
"Dr. Viany Rehansyah Putri M.Ked(Ped), Sp.A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:45
"dr. Vina Rosalina, SpA",Sp. Anak,"Prakter dr. Vina Rosalina, SpA","Penjaringan, Jakarta Utara",2025-05-22 16:53:45
"Dr. Vincencius William M.Sc, Sp.A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:45
dr. Viramitha Kusnandi Rusmil SpA(K) MKes,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:45
Dr. Vivi Septriani Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:47
"Dr. Vriancha Admira Putri M.Ked(Ped), Sp.A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:47
Dr. Wahyu Bagus Handoko Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:47
"dr. Warshi Zakiah, M.Ked(Ped) SpA(K)",Sp. Anak,0,"Bekasi Selatan, Bekasi",2025-05-22 16:53:47
Dr. Wasis Setiadi Sp.A,Sp. Anak,praktek dr. Wasis Setiadi Sp.A,"Kediri Kota, Kota Kediri",2025-05-22 16:53:47
"Dr. Welas Bestari M.Ked(Ped), Sp.A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:47
dr. Welas Bestari M Ked (Ped ) Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:47
"dr. Welas Bestari, M. Ked(Ped) Sp.A.",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:47
dr Welli Hamik Sp. A,Sp. Anak,KIMIA FARMA APOTEK MUNJUL,"Bungursari, Kabupaten Purwakarta",2025-05-22 16:53:47
"dr. Welli Hamik, Sp.A",Sp. Anak,Halodoc Teleconsultation,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:47
dr. Wendi Nurhadi Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:50
"dr. Widdy Winarta, SpA",Sp. Anak,dr . Billy Iriawan,"Baleendah, Kabupaten Bandung",2025-05-22 16:53:50
dr. Widy Setiawan Sp. A,Sp. Anak,Klinik & Apotek Kiddy Farma,"Makassar, Kota Makassar",2025-05-22 16:53:50
dr. William Grandinata Soeseno Sp A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:50
dr. William S. Tjeng Sp. A,Sp. Anak,Apotek berkat bersama,"Samarinda Ulu, Kota Samarinda",2025-05-22 16:53:50
Dr. Winny Anggreni K Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:50
dr. Winny Anggreni Korayan Sp.A,Sp. Anak,Apotek Prima Farma,"Pasar Minggu, Jakarta Selatan",2025-05-22 16:53:50
"Dr. Winson, M.Ked (Ped)., Sp.A",Sp. Anak,"dr. Winson, M.Ked (Ped)., Sp.A","Medan Petisah, Kota Medan",2025-05-22 16:53:50
"dr. Wisman Herminto, Sp.A",Sp. Anak,Siloam Hospitals Balikpapan,"Balikpapan Selatan, Kota Balikpapan",2025-05-22 16:53:50
"Dr. Wulan Melani M.ked (Ped), Sp.A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:50
"dr. Wulan Tristiyanti, Sp.A",Sp. Anak,Klinik Utama Sejahtera Ciracas,"Ciracas, Jakarta Timur",2025-05-22 16:53:52
Dr. Yarni Andika Sp.A,Sp. Anak,dr Yarni Andika Sp.A,"Cempaka Putih, Jakarta Pusat",2025-05-22 16:53:52
"dr. Yeni Andayani, M.Kes Sp.A",Sp. Anak,klinik pratama bunda nanda,"Medan Sunggal, Kota Medan",2025-05-22 16:53:52
dr Yohanes Tri Nugroho Sp.A,Sp. Anak,Apotek Puri Dago,"Babakanciparay, Kota Bandung",2025-05-22 16:53:52
Dr. Yosefa Anggi Miranti Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:52
Dr. Yoseph Arif Putra Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:52
Dr. Yuda SpA,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:52
"dr. Yudhie Krisna Wibowo, Sp.A M.Biomed",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:52
Dr. Yuhana Sp. A,Sp. Anak,Apotek K24,"Banjarbaru Selatan, Kota Banjarbaru",2025-05-22 16:53:52
dr. Yulchair Ramli Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:52
dr. Yulia Hernawati Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:54
dr. Yulia Hernawati Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:54
dr. Yulia Hernawati Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:54
dr. Yulia Hernawati Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:54
dr. Yulidar Hafidh Sp.A,Sp. Anak,Praktek Pribadi dr.  Yulidar Hafidh Sp.A,"Serengan, Kota Surakarta",2025-05-22 16:53:54
dr Yuly Sp. A CIMI,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:54
"dr. Yusmei Joni Lyun, Sp.A, dr. Victor Daten Tarigan Sp.B",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:54
Dr. Yusriwanti Kasri Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:54
Dr. Yusrizal Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:54
Dr. Yuyun Romaria Simanjuntak Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:54
"Prof. Dr. dr. Zakiudin Munasir, Sp.A(K)",Sp. Anak,Apotek Cavita Farma,"Larangan, Tangerang",2025-05-22 16:53:56
dr Zulfi Hidayat Sp A,Sp. Anak,0,"Bekasi Selatan, Bekasi",2025-05-22 16:53:56
"dr Arwini Avissa, Sp.A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:56
dr Dara Ninggar Santoso SPA,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:56
"dr Dewi S, M.Ked(Ped), Sp.A.",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:56
dr Diah Anggraini SPA,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:56
dr H.Sugijano SPA,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:56
dr Handayani Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:56
dr Hanna Khairat Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:56
dr Iqbal SpA,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:56
dr Iva Noviana Fitrya SPA,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:58
"dr Klara Yuliarti,SpA",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:58
dr Melanie Yudiana Iskandar SPA,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:58
dr Muh Alfian Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:58
dr Nia Astarina Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:58
dr Nila Sp.A,Sp. Anak,Apotek K24 Kebon Bawang,"Gambir, Jakarta Pusat",2025-05-22 16:53:58
dr Tjan Kok Ming Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:58
dr Totog Nurhidayat Sp. A,Sp. Anak,Apotek Sinar Waras,"Serengan, Kota Surakarta",2025-05-22 16:53:58
"dr Winson, M.Ked(Ped) Sp.A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:53:58
dr Yuly Sp.A,Sp. Anak,Beranda Physiotherapy,"Bekasi Selatan, Bekasi",2025-05-22 16:53:58
"dr. dr. Abdul Hakam, Msi, Med, Sp.A",Sp. Anak,"dr. Abdul Hakam, Msi, Med, Sp.A","Kota Kudus, Kabupaten Kudus",2025-05-22 16:54:00
"dr. Adhi Nugraha, Sp.B",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:54:00
"Dr. dr. Andi Gunawan, Sp.A",Sp. Anak,"dr. Andi Gunawan Kwan, Sp.A , M.Biomed","Sukolilo, Kota Surabaya",2025-05-22 16:54:00
"dr. Andi Gunawan, Sp.A, M.Biomed",Sp. Anak,Apotek Binangun,"Gubeng, Kota Surabaya",2025-05-22 16:54:00
"dr. Asri Parantri, SpA",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:54:00
dr. Benny Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:54:00
"dr. Bernadus Andrew, Sp A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:54:00
"dr. Dedy Setiawan, Sp.A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:54:00
"dr. Dedy Setiawan, Sp.A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:54:00
"dr. Devie Kristiani, Sp.A.,MSC",Sp. Anak,RS Bethesda Yogya,"Kraton, Kota Yogyakarta",2025-05-22 16:54:00
dr. Dewi Hawani Alisjahbana Sp A-K,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:54:02
"dr. Dewi Kurnia Lestari, SpA",Sp. Anak,Insurance Demo,"Kebon Jeruk, Jakarta Barat",2025-05-22 16:54:02
"dr. Dwi Anik Ermawati S, Sp.A",Sp. Anak,"dr. Dwi Anik Ermawati S, Sp.A","Tegal Timur, Kota Tegal",2025-05-22 16:54:02
"dr. Edy Muhammad, Sp.A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:54:02
dr. Eko Kristanto Kunta Adjie Sp.A.,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:54:02
Dr. dr. Ery Olivianto,Sp. Anak,"praktek dr. Ery Olivianto, SpA(K)","Blimbing, Kota Malang",2025-05-22 16:54:02
"dr. Ferdy Limawal, Sp.A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:54:02
"dr. Frieda Handayani Kawanto, Sp.A , Subsp.G.H",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:54:02
"dr. Hardiman, Sp A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:54:02
"dr. Hildegardis Febriana Elanda Liando, Sp.A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:54:02
"dr. I.G.A.N. Ayu Pratiwi, Sp.A,Mars",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:54:04
"dr. Idham Amir, Sp.A(K)",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:54:04
Dr. dr. Maria Ekawati SpA,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:54:04
Dr. dr. Maria Ekawati SpA,Sp. Anak,Apotik Dwi Sapta,"Ciputat Timur, Tangerang Selatan",2025-05-22 16:54:04
Dr. dr. Maria Ekawati SpA,Sp. Anak,RS Dr Suyoto,"Pesanggrahan, Jakarta Selatan",2025-05-22 16:54:04
"dr. Maswin Masyhur,Sp.A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:54:04
"dr. Mikael Stevan, Sp.A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:54:04
"dr. Milky Akbar, Sp.A M.ked",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:54:04
"dr. N.M Maya Purnama W.M.Ked, Sp.A",Sp. Anak,Praktek Dokter Umum.,"Cilincing, Jakarta Utara",2025-05-22 16:54:04
"dr. Ni Made Ayu W, Sp A",Sp. Anak,0,"Bekasi Selatan, Bekasi",2025-05-22 16:54:04
"dr. Nila Akbariyyah, Sp.A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:54:06
"dr. Puspita, Sp.A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:54:06
"dr. Riady Ashari, M.Kes(Ped),Sp.A",Sp. Anak,Klinik Hilda Anaira,"Tanjung Priok, Jakarta Utara",2025-05-22 16:54:06
"dr. Rosyadi Akbarri, M.Sc; Sp.A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:54:06
"dr. Roy Amardiyanto, Sp.A(K)",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:54:06
dr. Shirley Ferlina Lasmono Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:54:06
"dr. Siti Khotijah, Sp.A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:54:06
"dr. Stanislaus Djokomuljanto, SpA",Sp. Anak,Siloam Hospital Lippo Village.,"Tangerang, Tangerang",2025-05-22 16:54:06
dr. Sugianto W. Sp.A (K),Sp. Anak,"dr. Supriatmo, SpA (K)","Medan Maimun, Kota Medan",2025-05-22 16:54:06
"dr. Susianti Halim, Sp.A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:54:06
"dr. Sylva Medika Permatasari, Sp.A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:54:08
"dr. Thrisia Wuryani, M.Sc.Sp.A",Sp. Anak,"dr. Thrisia Wuryani, M.Sc.Sp.A","Balikpapan Kota, Kota Balikpapan",2025-05-22 16:54:08
"Dr. dr. Tony Chandra, MSi. Med Sp.A",Sp. Anak,Praktek dokter mandiri,"Cileunyi, Kabupaten Bandung",2025-05-22 16:54:08
dr. Utami Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:54:08
"dr. Vera Irawati Kurnia, Sp.A,Mkes",Sp. Anak,"dr. Vera Irawati Kurnia, Sp.A,Mkes","Wonogiri, Kabupaten Wonogiri",2025-05-22 16:54:08
"dr. Wedi Iskandar, Sp.A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:54:08
dr. Wenny Setyorini Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:54:08
"dr. William Grandinata Soeseno, Sp.A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:54:08
"dr. Zuhrotul Aini, Sp. A., M. Kes",Sp. Anak,"dr. Zuhrotul Aini, Sp. A., M. Kes","Tulungagung, Kabupaten Tulungagung",2025-05-22 16:54:08
"dr.Hutomo Laksono, SP.A",Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:54:08
"dr. lham Lie, SpA",Sp. Anak,"Prakter dr. Ilham Lie, SpA","Setiabudi, Jakarta Selatan",2025-05-22 16:54:11
Dr. med. Sandjaja Soetadji Sp.A,Sp. Anak,Dr. Med Sandjaja Soetadji,"Cicendo, Kota Bandung",2025-05-22 16:54:11
Dr. med. Sandjaja Soetadji Sp.A,Sp. Anak,Dr. Med Sandjaja Soetadji,"Cicendo, Kota Bandung",2025-05-22 16:54:11
Dr. munasir Sp.A,Sp. Anak,halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:54:11
